id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,prerequisite_skills,panache,betrayal,targeting,esoteric,stare,weapon_mastery,item_mastery,armor_mastery,shield_mastery
113,Medusa's Wrath,Combat,"You can take advantage of your opponent's confusion, delivering multiple blows.","Improved Unarmed Strike, Gorgon's Fist, Scorpion Style, base attack bonus +11.","Improved Unarmed Strike, Gorgon's Fist, Scorpion Style","Whenever you use the full-attack action and make at least one unarmed strike, you can make two additional unarmed strikes at your highest base attack bonus. These bonus attacks must be made against a dazed, flat-footed, paralyzed, staggered, stunned, or unconscious foe.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Medusa's Wrath (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can take advantage of your opponent's confusion, delivering multiple blows.<h5><b>Prerequisites: </b>Improved Unarmed Strike, Gorgon's Fist, Scorpion Style, base attack bonus +11.</h5><h5><b>Benefit: </b>Whenever you use the full-attack action and make at least one unarmed strike, you can make two additional unarmed strikes at your highest base attack bonus. These bonus attacks must be made against a dazed, flat-footed, paralyzed, staggered, stunned, or unconscious foe.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
114,Mobility,Combat,You can easily move through a dangerous melee.,"Dex 13, Dodge.",Dodge,"You get a +4 dodge bonus to Armor Class against attacks of opportunity caused when you move out of or within a threatened area. A condition that makes you lose your Dexterity bonus to Armor Class (if any) also makes you lose dodge bonuses. Dodge bonuses stack with each other, unlike most types of bonuses.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mobility (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can easily move through a dangerous melee.<h5><b>Prerequisites: </b>Dex 13, Dodge.</h5><h5><b>Benefit: </b>You get a +4 dodge bonus to Armor Class against attacks of opportunity caused when you move out of or within a threatened area. A condition that makes you lose your Dexterity bonus to Armor Class (if any) also makes you lose dodge bonuses. Dodge bonuses stack with each other, unlike most types of bonuses.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
115,Mounted Archery,Combat,You are skilled at making ranged attacks while mounted.,"Ride 1 rank, Mounted Combat.",Mounted Combat,"The penalty you take when using a ranged weapon while mounted is halved: -2 instead of -4 if your mount is taking a double move, and -4 instead of -8 if your mount is running.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mounted Archery (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at making ranged attacks while mounted.<h5><b>Prerequisites: </b>Ride 1 rank, Mounted Combat.</h5><h5><b>Benefit: </b>The penalty you take when using a ranged weapon while mounted is halved: -2 instead of -4 if your mount is taking a double move, and -4 instead of -8 if your mount is running.</h5></div>",0,0,0,0,0,0,0,,,,,0,,Ride 1,0,0,0,0,0,0,0,0,0
116,Mounted Combat,Combat,You are adept at guiding your mount through combat.,Ride 1 rank.,,"Once per round when your mount is hit in combat, you may attempt a Ride check (as an immediate action) to negate the hit. The hit is negated if your Ride check result is greater than the opponent's attack roll.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mounted Combat (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are adept at guiding your mount through combat.<h5><b>Prerequisites: </b>Ride 1 rank.</h5><h5><b>Benefit: </b>Once per round when your mount is hit in combat, you may attempt a Ride check (as an immediate action) to negate the hit. The hit is negated if your Ride check result is greater than the opponent's attack roll.</h5></div>",0,0,0,0,0,0,0,,,,,0,,Ride 1,0,0,0,0,0,0,0,0,0
117,Natural Spell,General,You can cast spells even while in a form that cannot normally cast spells.,"Wis 13, wild shape class feature.",,"You can complete the verbal and somatic components of spells while using wild shape. You substitute various noises and gestures for the normal verbal and somatic components of a spell. You can also use any material components or focuses you possess, even if such items are melded within your current form. This feat does not permit the use of magic items while you are in a form that could not ordinarily use them, and you do not gain the ability to speak while using wild shape.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Natural Spell</p><div style=""clear: both;""></div></div><div><h5>You can cast spells even while in a form that cannot normally cast spells.<h5><b>Prerequisites: </b>Wis 13, wild shape class feature.</h5><h5><b>Benefit: </b>You can complete the verbal and somatic components of spells while using wild shape. You substitute various noises and gestures for the normal verbal and somatic components of a spell. You can also use any material components or focuses you possess, even if such items are melded within your current form. This feat does not permit the use of magic items while you are in a form that could not ordinarily use them, and you do not gain the ability to speak while using wild shape.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
118,Nimble Moves,General,You can move across a single obstacle with ease.,Dex 13.,,"Whenever you move, you may move through 5 feet of difficult terrain each round as if it were normal terrain. This feat allows you to take a 5-foot step into difficult terrain.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Nimble Moves</p><div style=""clear: both;""></div></div><div><h5>You can move across a single obstacle with ease.<h5><b>Prerequisites: </b>Dex 13.</h5><h5><b>Benefit: </b>Whenever you move, you may move through 5 feet of difficult terrain each round as if it were normal terrain. This feat allows you to take a 5-foot step into difficult terrain.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
119,Penetrating Strike,Combat,Your attacks are capable of penetrating the defenses of some creatures.,"Weapon Focus, 12th-level fighter, proficiency with weapon.",Weapon Focus,Your attacks made with weapons selected with Weapon Focus ignore up to 5 points of damage reduction. This feat does not apply to damage reduction without a type (such as DR 10/-).,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Penetrating Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your attacks are capable of penetrating the defenses of some creatures.<h5><b>Prerequisites: </b>Weapon Focus, 12th-level fighter, proficiency with weapon.</h5><h5><b>Benefit: </b>Your attacks made with weapons selected with Weapon Focus ignore up to 5 points of damage reduction. This feat does not apply to damage reduction without a type (such as DR 10/-).</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
120,Persuasive,General,You are skilled at swaying attitudes and intimidating others into your way of thinking.,,,"You get a +2 bonus on Diplomacy and Intimidate skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Persuasive</p><div style=""clear: both;""></div></div><div><h5>You are skilled at swaying attitudes and intimidating others into your way of thinking.<h5><b>Benefit: </b>You get a +2 bonus on Diplomacy and Intimidate skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
121,Pinpoint Targeting,Combat,You can target the weak points in your opponent's armor.,"Dex 19, Improved Precise Shot, Point-Blank Shot, Precise Shot, base attack bonus +16.","Improved Precise Shot, Point-Blank Shot, Precise Shot","As a standard action, make a single ranged attack. The target does not gain any armor, natural armor, or shield bonuses to its Armor Class. You do not gain the benefit of this feat if you move this round.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Pinpoint Targeting (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can target the weak points in your opponent's armor.<h5><b>Prerequisites: </b>Dex 19, Improved Precise Shot, Point-Blank Shot, Precise Shot, base attack bonus +16.</h5><h5><b>Benefit: </b>As a standard action, make a single ranged attack. The target does not gain any armor, natural armor, or shield bonuses to its Armor Class. You do not gain the benefit of this feat if you move this round.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
122,Point-Blank Shot,Combat,You are especially accurate when making ranged attacks against close targets.,,,You get a +1 bonus on attack and damage rolls with ranged weapons at ranges of up to 30 feet.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Point-Blank Shot (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are especially accurate when making ranged attacks against close targets.<h5><b>Benefit: </b>You get a +1 bonus on attack and damage rolls with ranged weapons at ranges of up to 30 feet.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
123,Power Attack,Combat,You can make exceptionally deadly melee attacks by sacrificing accuracy for strength.,"Str 13, base attack bonus +1.",,"You can choose to take a -1 penalty on all melee attack rolls and combat maneuver checks to gain a +2 bonus on all melee damage rolls. This bonus to damage is increased by half (+50%) if you are making an attack with a two-handed weapon, a one handed weapon using two hands, or a primary natural weapon that adds 1-1/2 times your Strength modif ier on damage rolls. This bonus to damage is halved (-50%) if you are making an attack with an off-hand weapon or secondary natural weapon. When your base attack bonus reaches +4, and every 4 points thereafter, the penalty increases by -1 and the bonus to damage increases by +2. You must choose to use this feat before making an attack roll, and its effects last until your next turn. The bonus damage does not apply to touch attacks or effects that do not deal hit point damage.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Power Attack (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can make exceptionally deadly melee attacks by sacrificing accuracy for strength.<h5><b>Prerequisites: </b>Str 13, base attack bonus +1.</h5><h5><b>Benefit: </b>You can choose to take a -1 penalty on all melee attack rolls and combat maneuver checks to gain a +2 bonus on all melee damage rolls. This bonus to damage is increased by half (+50%) if you are making an attack with a two-handed weapon, a one handed weapon using two hands, or a primary natural weapon that adds 1-1/2 times your Strength modif ier on damage rolls. This bonus to damage is halved (-50%) if you are making an attack with an off-hand weapon or secondary natural weapon. When your base attack bonus reaches +4, and every 4 points thereafter, the penalty increases by -1 and the bonus to damage increases by +2. You must choose to use this feat before making an attack roll, and its effects last until your next turn. The bonus damage does not apply to touch attacks or effects that do not deal hit point damage.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
124,Precise Shot,Combat,You are adept at firing ranged attacks into melee.,Point-Blank Shot.,Point-Blank Shot,You can shoot or throw ranged weapons at an opponent engaged in melee without taking the standard -4 penalty on your attack roll.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Precise Shot (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are adept at firing ranged attacks into melee.<h5><b>Prerequisites: </b>Point-Blank Shot.</h5><h5><b>Benefit: </b>You can shoot or throw ranged weapons at an opponent engaged in melee without taking the standard -4 penalty on your attack roll.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
125,Quick Draw,Combat,You can draw weapons faster than most.,Base attack bonus +1.,,"You can draw a weapon as a free action instead of as a move action. You can draw a hidden weapon (see the Sleight of Hand skill) as a move action. A character who has selected this feat may throw weapons at his full normal rate of attacks (much like a character with a bow). Alchemical items, potions, scrolls, and wands cannot be drawn quickly using this feat.","Without this feat, you may draw a weapon as a move action, or (if your base attack bonus is +1 or higher) as a free action as part of movement. Without this feat, you can draw a hidden weapon as a standard action.",,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Quick Draw (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can draw weapons faster than most.<h5><b>Prerequisites: </b>Base attack bonus +1.</h5><h5><b>Benefit: </b>You can draw a weapon as a free action instead of as a move action. You can draw a hidden weapon (see the Sleight of Hand skill) as a move action. A character who has selected this feat may throw weapons at his full normal rate of attacks (much like a character with a bow). Alchemical items, potions, scrolls, and wands cannot be drawn quickly using this feat.</h5><h5><b>Normal: </b>Without this feat, you may draw a weapon as a move action, or (if your base attack bonus is +1 or higher) as a free action as part of movement. Without this feat, you can draw a hidden weapon as a standard action.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
